slug,論点名,5管理分類,出現回数,出題年度数,直近出題年度,出題年度リスト,ページURL
unauthorized-access,不正アクセス,情報管理,4,4,令和6年度,平成21年度;平成23年度;平成25年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/unauthorized-access
load-capacity,負荷工数・生産能力,経済性管理,4,4,平成30年度,平成21年度;平成27年度;平成29年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/load-capacity
multi-track-hr-system,複線型人事制度,人的資源管理,4,4,令和7年度,平成23年度;平成28年度;令和2年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/multi-track-hr-system
radioactive-decontamination-act,放射性物質汚染対処特別措置法,社会環境管理,4,4,令和元年度,平成26年度;平成28年度;平成29年度;令和元年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/radioactive-decontamination-act
problem-solving-ability,問題解決能力,人的資源管理,4,4,平成28年度,平成24年度;平成26年度;平成27年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/problem-solving-ability
precautionary-principle,予防原則,社会環境管理,4,4,令和3年度,平成30年度;令和元年度;令和2年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/precautionary-principle
capacity-management,余力管理,経済性管理,4,4,平成30年度,平成22年度;平成23年度;平成26年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/capacity-management
workers-compensation-insurance,労災保険制度,人的資源管理,4,4,令和8年度,平成26年度;平成30年度;令和6年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/workers-compensation-insurance
occupational-accident-prevention-plan,労働災害防止計画,安全管理,4,4,令和7年度,平成24年度;平成29年度;平成30年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/occupational-accident-prevention-plan
labor-share-ratio,労働分配率,人的資源管理,4,4,令和3年度,平成21年度;平成24年度;平成27年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/labor-share-ratio
tcfd,TCFD提言,社会環境管理,4,3,令和5年度,令和2年度;令和4年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/tcfd
machinery-safety-guidelines,機械の包括的な安全基準に関する指針,安全管理,4,3,令和6年度,平成21年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/machinery-safety-guidelines
accountability-traceability,責任追跡性,情報管理,4,3,平成28年度,平成22年度;平成25年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/accountability-traceability
dialogic-od,対話型組織開発,人的資源管理,4,3,令和6年度,令和元年度;令和5年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/dialogic-od
regional-circular-symbiosis,地域循環共生圏,社会環境管理,4,3,令和7年度,平成29年度;令和2年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/regional-circular-symbiosis
labor-policy-act,労働施策総合推進法,人的資源管理,4,3,令和6年度,平成25年度;令和元年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/labor-policy-act
alarp-principle,ALARPの原則,安全管理,3,3,令和3年度,平成23年度;令和元年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/alarp-principle
cdp-sbt-re100,CDP・SBT・RE100,社会環境管理,3,3,令和6年度,令和3年度;令和5年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/cdp-sbt-re100
dos-ddos,DoS・DDoS,情報管理,3,3,平成30年度,平成21年度;平成25年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/dos-ddos
erp,ERP,情報管理,3,3,平成27年度,平成21年度;平成23年度;平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/erp
pops-convention,POPs条約,社会環境管理,3,3,令和8年度,平成23年度;平成25年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/pops-convention
vpn,VPN,情報管理,3,3,令和7年度,平成24年度;平成27年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/vpn
cluster-analysis,クラスター分析,情報管理,3,3,令和6年度,令和2年度;令和4年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/cluster-analysis
game-theory,ゲーム理論,経済性管理,3,3,令和7年度,令和2年度;令和6年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/game-theory
cost-driver,コストドライバー,経済性管理,3,3,平成30年度,平成24年度;平成28年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/cost-driver
content-process,コンテント／プロセス,人的資源管理,3,3,令和5年度,令和元年度;令和2年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/content-process
sexual-harassment,セクシャルハラスメント,人的資源管理,3,3,令和5年度,平成28年度;令和3年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/sexual-harassment
social-engineering,ソーシャルエンジニアリング,情報管理,3,3,令和3年度,平成24年度;平成27年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/social-engineering
timeline-disaster,タイムライン,安全管理,3,3,令和6年度,平成30年度;令和4年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/timeline-disaster
data-visualization,データ可視化,情報管理,3,3,令和6年度,平成22年度;平成25年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/data-visualization
delphi-method,デルファイ法,経済性管理,3,3,令和2年度,平成26年度;平成28年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/delphi-method
tripod-theory,トライポッド理論,安全管理,3,3,令和2年度,平成22年度;平成24年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/tripod-theory
virgin-bias,バージンバイアス,安全管理,3,3,令和6年度,平成21年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/virgin-bias
basel-convention,バーゼル条約,社会環境管理,3,3,令和7年度,平成25年度;令和4年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/basel-convention
heinrich-law,ハインリッヒの法則,安全管理,3,3,令和7年度,平成24年度;令和4年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/heinrich-law
password-security,パスワード強化,情報管理,3,3,平成28年度,平成23年度;平成27年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/password-security
backcasting,バックキャスティング,社会環境管理,3,3,令和7年度,令和2年度;令和5年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/backcasting
public-relations,パブリック・リレーションズ（PR）,情報管理,3,3,令和2年度,平成22年度;平成27年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/public-relations
heat-island-effect,ヒートアイランド現象,社会環境管理,3,3,令和6年度,平成30年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/heat-island-effect
human-factors,ヒューマンファクタ,安全管理,3,3,令和2年度,平成22年度;平成24年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/human-factors
fault-avoidance,フォールトアボイダンス,安全管理,3,3,平成26年度,平成21年度;平成24年度;平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/fault-avoidance
privacy-mark,プライバシーマーク,情報管理,3,3,令和5年度,平成29年度;平成30年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/privacy-mark
veteran-bias,ベテランバイアス,安全管理,3,3,令和6年度,平成21年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/veteran-bias
risk-management-plan,リスクマネジメント計画,安全管理,3,3,令和7年度,平成26年度;令和4年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/risk-management-plan
risk-identification,リスク特定,安全管理,3,3,令和5年度,平成23年度;平成28年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/risk-identification
cites,ワシントン条約,社会環境管理,3,3,令和6年度,平成30年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/cites
safety-and-security,安全／安心,安全管理,3,3,平成28年度,平成21年度;平成23年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/safety-and-security
safety-patrol,安全衛生パトロール,安全管理,3,3,令和7年度,平成25年度;平成28年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/safety-patrol
safety-confirmation-system,安全確認型システム／危険検出型システム,安全管理,3,3,平成26年度,平成22年度;平成24年度;平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/safety-confirmation-system
safety-education,安全教育,安全管理,3,3,令和3年度,平成25年度;令和元年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/safety-education
safety-culture,安全文化,安全管理,3,3,令和3年度,平成22年度;令和2年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/safety-culture
design-rights,意匠権（意匠法）,情報管理,3,3,令和6年度,平成27年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/design-rights
analytic-hierarchy-process,階層分析法（階層化意思決定法：AHP）,経済性管理,3,3,令和2年度,平成26年度;平成28年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/analytic-hierarchy-process
optimism-bias,楽観主義バイアス,安全管理,3,3,令和6年度,平成21年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/optimism-bias
integrity-security,完全性,情報管理,3,3,令和6年度,平成26年度;平成29年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/integrity-security
threat-awareness-training,脅威攻撃の手口学習,情報管理,3,3,平成24年度,平成22年度;平成23年度;平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/threat-awareness-training
emergency-info-processing,緊急時の情報処理,情報管理,3,3,平成27年度,平成25年度;平成26年度;平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/emergency-info-processing
depreciation,減価償却,経済性管理,3,3,令和7年度,平成22年度;令和2年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/depreciation
job-order-costing,個別原価計算,経済性管理,3,3,令和6年度,平成25年度;平成27年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/job-order-costing
individual-wage-management,個別賃金管理,人的資源管理,3,3,平成29年度,平成21年度;平成27年度;平成29年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/individual-wage-management
employment-insurance,雇用保険制度,人的資源管理,3,3,令和7年度,平成24年度;令和2年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/employment-insurance
highly-professional-system,高度プロフェッショナル制度,人的資源管理,3,3,令和6年度,平成23年度;令和5年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/highly-professional-system
ifrs,国際会計基準（IFRS）,経済性管理,3,3,令和6年度,平成29年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ifrs
unced-earth-summit,国連環境開発会議（UNCED）,社会環境管理,3,3,令和7年度,平成23年度;平成24年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/unced-earth-summit
un-human-environment-conf,国連人間環境会議,社会環境管理,3,3,令和8年度,平成24年度;令和7年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/un-human-environment-conf
kunming-montreal-framework,昆明・モントリオール生物多様性枠組,社会環境管理,3,3,令和8年度,令和3年度;令和6年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/kunming-montreal-framework
reemployment-system,再雇用制度,人的資源管理,3,3,令和6年度,平成27年度;平成30年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/reemployment-system
work-planning,作業計画,経済性管理,3,3,平成27年度,平成23年度;平成25年度;平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/work-planning
three-point-estimation,三点見積り,経済性管理,3,3,令和2年度,平成23年度;平成29年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/three-point-estimation
market-research,市場調査,経済性管理,3,3,令和8年度,平成22年度;平成30年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/market-research
four-e-countermeasures,事故の4E対策,安全管理,3,3,令和7年度,令和元年度;令和4年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/four-e-countermeasures
four-m-analysis,事故の4M要因分析,安全管理,3,3,令和7年度,令和元年度;令和4年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/four-m-analysis
disability-employment-act,障害者雇用促進法,人的資源管理,3,3,令和8年度,平成30年度;令和2年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/disability-employment-act
attitude-appraisal,情意考課,人的資源管理,3,3,令和7年度,平成22年度;令和4年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/attitude-appraisal
information-disclosure-act,情報公開法,情報管理,3,3,令和6年度,平成25年度;平成28年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/information-disclosure-act
data-leak-tampering-loss,情報漏洩・改ざん・消失,情報管理,3,3,平成25年度,平成21年度;平成24年度;平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/data-leak-tampering-loss
job-grade-system,職務等級制度,人的資源管理,3,3,令和5年度,平成25年度;平成29年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/job-grade-system
reliability-maintainability-design,信頼性設計・保全性設計,経済性管理,3,3,令和7年度,平成29年度;令和5年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/reliability-maintainability-design
diagnostic-od,診断型組織開発,人的資源管理,3,3,令和5年度,令和元年度;令和2年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/diagnostic-od
personnel-management,人事管理,人的資源管理,3,3,令和4年度,平成25年度;平成28年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/personnel-management
normalcy-bias,正常性バイアス,安全管理,3,3,令和6年度,平成21年度;令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/normalcy-bias
indirect-manufacturing-cost,製造間接費,経済性管理,3,3,令和6年度,平成28年度;平成30年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/indirect-manufacturing-cost
overall-equipment-effectiveness,設備総合効率,経済性管理,3,3,令和7年度,平成26年度;令和5年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/overall-equipment-effectiveness
inspection-methods,全数検査／抜取検査,経済性管理,3,3,令和7年度,令和3年度;令和6年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/inspection-methods
total-wage-management,総額賃金管理,人的資源管理,3,3,平成27年度,平成21年度;平成23年度;平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/total-wage-management
bid-rigging,談合,情報管理,3,3,令和7年度,平成22年度;平成30年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/bid-rigging
periodic-inspection,定期点検活動,安全管理,3,3,平成25年度,平成22年度;平成24年度;平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/periodic-inspection
soil-contamination-act,土壌汚染対策法,社会環境管理,3,3,令和4年度,平成27年度;令和3年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/soil-contamination-act
seniority-wage,年功賃金,人的資源管理,3,3,令和5年度,平成24年度;平成29年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/seniority-wage
non-repudiation,否認防止,情報管理,3,3,令和8年度,令和2年度;令和4年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/non-repudiation
halo-effect-errors,評価誤差,人的資源管理,3,3,令和2年度,平成28年度;令和元年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/halo-effect-errors
quality-characteristics,品質特性,経済性管理,3,3,令和6年度,令和2年度;令和4年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/quality-characteristics
nonconformity-rate,不適合品率／適合品率,経済性管理,3,3,令和7年度,平成23年度;令和6年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/nonconformity-rate
prevention-activities,未然防止活動,安全管理,3,3,平成28年度,平成22年度;平成24年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/prevention-activities
nagoya-protocol,名古屋議定書,社会環境管理,3,3,令和6年度,平成25年度;令和3年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/nagoya-protocol
target-cost,目標原価（＝許容原価）,経済性管理,3,3,令和5年度,平成26年度;令和元年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/target-cost
esg-environmental-assessment,ESG・環境評価,経済性管理,3,2,平成28年度,平成22年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/esg-environmental-assessment
safety-2-0,Safety2.0,安全管理,3,2,令和7年度,令和2年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/safety-2-0
common-criteria,セキュリティ評価基準CC（ISO/IEC 15408）,情報管理,3,2,令和7年度,令和5年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/common-criteria
logistic-regression,ロジスティック回帰,情報管理,3,2,令和4年度,令和3年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/logistic-regression
safety-control,安全管理,安全管理,3,2,平成30年度,平成29年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/safety-control
sop,標準作業手順書（SOP）,安全管理,3,2,平成25年度,平成24年度;平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/sop
customer-satisfaction,**顧客満足（CS）**,経済性管理,2,2,令和4年度,平成24年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/customer-satisfaction
three-c-analysis,3C分析,情報管理,2,2,令和4年度,令和元年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/three-c-analysis
four-p-analysis,4P分析,情報管理,2,2,令和8年度,令和4年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/four-p-analysis
ecrs-principle,"ECRSの原則（Eliminate, Combine, Rearrange, Simplify）",経済性管理,2,2,令和7年度,令和5年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ecrs-principle
ipbes,IPBES,社会環境管理,2,2,令和8年度,令和6年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ipbes
pdca-cycle,PDCAサイクル,経済性管理,2,2,令和3年度,平成27年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/pdca-cycle
ppm-analysis,PPM分析,情報管理,2,2,令和4年度,令和元年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/ppm-analysis
rpa,RPA,情報管理,2,2,令和5年度,令和元年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/rpa
swot-analysis,SWOT分析,情報管理,2,2,令和4年度,令和元年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/swot-analysis
therp,THERP,安全管理,2,2,令和4年度,平成26年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/therp
tnfd,TNFD提言,社会環境管理,2,2,令和6年度,令和5年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/tnfd
vta-method,VTA法,安全管理,2,2,令和4年度,令和2年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/vta-method
agile,アジャイル,情報管理,2,2,令和7年度,令和4年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/agile
survey-analysis,アンケート分析,情報管理,2,2,令和4年度,平成30年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/survey-analysis
unconscious-bias,アンコンシャス・バイアス,人的資源管理,2,2,令和6年度,令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/unconscious-bias
wellbeing-org,ウェルビーイング,人的資源管理,2,2,令和8年度,令和6年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/wellbeing-org
opt-in-opt-out,オプトイン／オプトアウト,情報管理,2,2,令和2年度,平成27年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/opt-in-opt-out
online-meetings,オンライン会議・Web会議,情報管理,2,2,令和3年度,令和元年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/online-meetings
catastrophe-bias,カタストロフィーバイアス,安全管理,2,2,令和6年度,令和2年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/catastrophe-bias
green-infrastructure,グリーンインフラ,社会環境管理,2,2,令和6年度,令和4年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/green-infrastructure
green-bond,グリーンボンド,社会環境管理,2,2,令和6年度,令和4年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/green-bond
communication-control,コミュニケーション・コントロール,情報管理,2,2,令和5年度,平成25年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/communication-control
communication-planning,コミュニケーション計画,情報管理,2,2,令和5年度,平成25年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/communication-planning
concurrent-engineering,コンカレントエンジニアリング,経済性管理,2,2,令和5年度,令和元年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/concurrent-engineering
competency-hr,コンピテンシー,人的資源管理,2,2,令和2年度,平成29年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/competency-hr
cybersecurity-safety,サイバーセキュリティ,安全管理,2,2,平成28年度,平成21年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/cybersecurity-safety
system-safety,システム安全,安全管理,2,2,平成30年度,平成22年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/system-safety
job-rotation,ジョブローテーション,人的資源管理,2,2,令和2年度,平成30年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/job-rotation
security-software,セキュリティ対策ソフト,情報管理,2,2,平成26年度,平成22年度;平成26年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/security-software
dioxin-countermeasures-act,ダイオキシン類対策特別措置法,社会環境管理,2,2,令和3年度,平成26年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/dioxin-countermeasures-act
data-governance,データガバナンス,情報管理,2,2,令和8年度,令和5年度;令和8年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/data-governance
data-collection,データ収集,情報管理,2,2,令和4年度,平成25年度;令和4年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/data-collection
design-review,デザインレビュー,経済性管理,2,2,令和5年度,令和元年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/design-review
partnership,パートナーシップ,社会環境管理,2,2,令和2年度,平成29年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/partnership
evaluation-bias,バイアス,人的資源管理,2,2,平成30年度,平成22年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/evaluation-bias
biosafety,バイオセーフティ,社会環境管理,2,2,令和6年度,令和3年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/biosafety
hazard,ハザード（潜在的危険要因）,安全管理,2,2,平成25年度,平成22年度;平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/hazard
performance-regulation,パフォーマンス規制,社会環境管理,2,2,令和5年度,平成25年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/performance-regulation
firewall-ids,ファイアウォール・侵入検知,情報管理,2,2,令和7年度,平成24年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/firewall-ids
followership,フォロワーシップ,人的資源管理,2,2,令和7年度,平成26年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/followership
front-loading,フロントローディング,経済性管理,2,2,令和5年度,令和元年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/front-loading
my-number-act,マイナンバー法,情報管理,2,2,平成28年度,平成27年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/my-number-act
monte-carlo-simulation,モンテカルロシミュレーション,経済性管理,2,2,令和7年度,平成22年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/monte-carlo-simulation
technology-licensing,ライセンス（技術実施許諾）,情報管理,2,2,平成24年度,平成23年度;平成24年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/technology-licensing
risk,リスク,安全管理,2,2,平成30年度,平成28年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/risk
risk-criteria,リスク基準,安全管理,2,2,平成27年度,平成23年度;平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/risk-criteria
safety-health-plan,安全衛生計画,経済性管理,2,2,令和3年度,平成24年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/safety-health-plan
liquefaction,液状化現象,安全管理,2,2,令和6年度,平成22年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/liquefaction
merit-demerit-system,加点主義・減点主義,人的資源管理,2,2,平成25年度,平成23年度;平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/merit-demerit-system
utilization-rate,稼働率,経済性管理,2,2,平成30年度,平成27年度;平成30年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/utilization-rate
task-based-training,課題別研修,人的資源管理,2,2,令和5年度,平成29年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/task-based-training
control-limits,管理限界,経済性管理,2,2,令和7年度,平成29年度;令和7年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/control-limits
extreme-events,極端現象,安全管理,2,2,令和6年度,平成25年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/extreme-events
economic-comparison-principle,経済性の比較の原則,経済性管理,2,2,令和3年度,令和2年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/economic-comparison-principle
personal-info-utilization,個人情報の活用・流通,情報管理,2,2,平成27年度,平成24年度;平成27年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/personal-info-utilization
fixed-communication,固定通信,情報管理,2,2,平成25年度,平成23年度;平成25年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/fixed-communication
public-safety,公衆安全,安全管理,2,2,令和6年度,平成29年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/public-safety
construction-plan,工事計画,経済性管理,2,2,令和3年度,平成22年度;令和3年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/construction-plan
behavioral-regulation,行為規制,社会環境管理,2,2,令和6年度,令和5年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/behavioral-regulation
international-filing-system,国際出願制度,情報管理,2,2,令和2年度,平成30年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/international-filing-system
national-resilience-act,国土強靱化基本法,安全管理,2,2,令和6年度,令和4年度;令和6年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/national-resilience-act
root-cause-analysis,根本原因分析（RCA）,安全管理,2,2,令和2年度,平成23年度;令和2年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/root-cause-analysis
residual-risk,残留リスク,安全管理,2,2,平成28年度,平成23年度;平成28年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/residual-risk
autonomous-maintenance,自主保全,経済性管理,2,2,令和5年度,平成21年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/autonomous-maintenance
natech,自然災害に起因する産業事故（Natech）,安全管理,2,2,平成29年度,平成22年度;平成29年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/natech
collective-intelligence,集合知,情報管理,2,2,令和5年度,平成23年度;令和5年度,https://doboku-note.com/exam/pe-comprehensive-management/keywords/collective-intelligence
